dataset_index,initialization_index,stream_seed,arm,refresh_slot,partition_epoch,hash_partition_id,partition_fingerprint,feature_ns,ordering_or_hash_ns
0,1,a303ea0000000003,projected_order_1d,2900,29,,e52db632ceee549d,7500,8100
0,1,a303ea0000000003,projected_order_1d,3000,30,,4c9cd191d01df215,8600,11500
0,1,a303ea0000000003,projected_order_1d,3100,31,,942f2d26504826b1,8200,9700
0,1,a303ea0000000003,projected_order_1d,3200,32,,c8c3ebbb7519c401,7400,7900
0,1,a303ea0000000003,projected_order_1d,3300,33,,d5df35a14b6f377d,8200,9700
0,1,a303ea0000000003,projected_order_1d,3400,34,,98169e19e67afb49,7400,8100
0,1,a303ea0000000003,projected_order_1d,3500,35,,04514020f81cd1c5,7500,8300
0,1,a303ea0000000003,projected_order_1d,3600,36,,0cbdf38d256218e9,7800,7800
0,1,a303ea0000000003,projected_order_1d,3700,37,,04572c563de95421,7700,9000
0,1,a303ea0000000003,projected_order_1d,3800,38,,f997e67e55c38065,7500,7900
0,1,a303ea0000000003,projected_order_1d,3900,39,,312f8326e90070b5,7900,8400
0,1,a303ea0000000003,projected_order_1d,4000,40,,48c8f13b032aa585,7500,7900
0,1,a303ea0000000003,projected_order_1d,4100,41,,1efd3b77788f6be9,8000,7700
0,1,a303ea0000000003,hash_placebo,0,0,3,8e228c41c267e92d,0,4600
0,1,a303ea0000000004,projected_order_1d,0,0,,f0a1b42974218295,7500,7800
0,1,a303ea0000000004,projected_order_1d,100,1,,677a9bd5138f5dd1,7700,8600
0,1,a303ea0000000004,projected_order_1d,200,2,,b2187acba070b42d,7500,8500
0,1,a303ea0000000004,projected_order_1d,300,3,,0e17a952cd904279,7300,8200
0,1,a303ea0000000004,projected_order_1d,400,4,,0c0c15868fa6496d,7500,8200
0,1,a303ea0000000004,projected_order_1d,500,5,,4c37ea71f3f94db9,7700,8000
0,1,a303ea0000000004,projected_order_1d,600,6,,96fcdf766144e731,7700,8300
0,1,a303ea0000000004,projected_order_1d,700,7,,202fc1842877fd9d,7400,8100
0,1,a303ea0000000004,projected_order_1d,800,8,,abf959d572d502b5,7500,8200
0,1,a303ea0000000004,projected_order_1d,900,9,,23976907ce6598e5,7400,8100
