policy,epoch,loss_before,loss_after,accuracy_after,selected,batches,predicted_utility,realized_utility,composition_error,absolute_composition_error
D2-batch4,2916,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2917,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2918,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2919,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2920,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2921,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2922,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2923,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2924,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2925,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2926,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2927,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2928,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2929,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2930,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2931,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2932,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2933,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2934,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2935,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2936,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2937,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2938,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2939,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2940,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2941,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2942,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2943,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2944,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2945,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2946,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2947,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2948,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2949,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2950,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2951,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2952,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2953,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2954,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2955,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2956,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2957,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2958,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2959,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2960,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2961,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2962,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2963,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2964,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2965,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2966,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2967,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2968,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2969,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2970,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2971,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2972,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2973,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2974,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2975,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2976,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2977,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2978,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2979,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2980,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2981,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2982,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2983,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2984,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2985,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2986,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2987,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2988,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2989,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2990,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2991,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2992,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2993,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2994,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2995,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2996,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2997,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2998,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D2-batch4,2999,0.43622795,0.43622795,0.75000000,0,5,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,0,0.70533133,0.69464195,0.50000000,13,9,0.01070398,0.01068938,0.00001460,0.00001460
D3-batch2,1,0.69464195,0.68484682,0.50000000,13,9,0.00980496,0.00979513,0.00000983,0.00001007
D3-batch2,2,0.68484682,0.67588174,0.75000000,12,9,0.00897014,0.00896508,0.00000507,0.00000530
D3-batch2,3,0.67588174,0.66786301,0.75000000,11,9,0.00802338,0.00801873,0.00000465,0.00000477
D3-batch2,4,0.66786301,0.66134226,0.75000000,9,9,0.00652516,0.00652075,0.00000441,0.00000441
D3-batch2,5,0.66134226,0.65699548,0.75000000,7,9,0.00435072,0.00434679,0.00000393,0.00000405
D3-batch2,6,0.65699548,0.65291005,0.50000000,7,9,0.00408888,0.00408542,0.00000346,0.00000358
D3-batch2,7,0.65291005,0.64907068,0.50000000,7,9,0.00384259,0.00383937,0.00000322,0.00000322
D3-batch2,8,0.64907068,0.64533216,0.50000000,8,9,0.00374138,0.00373852,0.00000286,0.00000286
D3-batch2,9,0.64533216,0.64185482,0.50000000,8,9,0.00348336,0.00347733,0.00000602,0.00000602
D3-batch2,10,0.64185482,0.63750333,0.50000000,9,9,0.00435686,0.00435150,0.00000536,0.00000572
D3-batch2,11,0.63750333,0.63295877,0.50000000,9,9,0.00455070,0.00454456,0.00000614,0.00000638
D3-batch2,12,0.63295877,0.62823260,0.50000000,9,9,0.00472915,0.00472617,0.00000298,0.00000298
D3-batch2,13,0.62823260,0.62537873,0.75000000,8,9,0.00286162,0.00285387,0.00000775,0.00000775
D3-batch2,14,0.62537873,0.62037086,0.75000000,9,9,0.00501376,0.00500786,0.00000590,0.00000590
D3-batch2,15,0.62037086,0.61648512,0.75000000,6,9,0.00388569,0.00388575,-0.00000006,0.00000006
D3-batch2,16,0.61648512,0.61256582,0.75000000,5,9,0.00391936,0.00391930,0.00000006,0.00000006
D3-batch2,17,0.61256582,0.61077410,0.75000000,5,9,0.00179178,0.00179172,0.00000006,0.00000006
D3-batch2,18,0.61077410,0.60679382,0.75000000,6,9,0.00398028,0.00398028,0.00000000,0.00000000
D3-batch2,19,0.60679382,0.60278422,0.75000000,6,9,0.00400954,0.00400960,-0.00000006,0.00000006
D3-batch2,20,0.60278422,0.59874594,0.75000000,8,9,0.00403816,0.00403827,-0.00000012,0.00000012
D3-batch2,21,0.59874594,0.59303796,0.75000000,8,9,0.00570798,0.00570798,0.00000000,0.00000000
D3-batch2,22,0.59303796,0.58893734,0.75000000,6,9,0.00410062,0.00410062,0.00000000,0.00000000
D3-batch2,23,0.58893734,0.58482188,0.75000000,6,9,0.00411546,0.00411546,0.00000000,0.00000000
D3-batch2,24,0.58482188,0.58064616,0.75000000,8,9,0.00417566,0.00417572,-0.00000006,0.00000006
D3-batch2,25,0.58064616,0.57703704,0.75000000,6,9,0.00360912,0.00360912,0.00000000,0.00000000
D3-batch2,26,0.57703704,0.57455057,0.75000000,4,9,0.00248647,0.00248647,0.00000000,0.00000000
D3-batch2,27,0.57455057,0.57263225,0.75000000,3,9,0.00191832,0.00191832,0.00000000,0.00000000
D3-batch2,28,0.57263225,0.57072681,0.75000000,4,9,0.00190550,0.00190544,0.00000006,0.00000006
D3-batch2,29,0.57072681,0.56883419,0.75000000,3,9,0.00189263,0.00189263,0.00000000,0.00000000
D3-batch2,30,0.56883419,0.56695431,0.75000000,3,9,0.00187987,0.00187987,0.00000000,0.00000000
D3-batch2,31,0.56695431,0.56508708,0.75000000,4,9,0.00186723,0.00186723,0.00000000,0.00000000
D3-batch2,32,0.56508708,0.56323266,0.75000000,3,9,0.00185442,0.00185442,0.00000000,0.00000000
D3-batch2,33,0.56323266,0.56139082,0.75000000,4,9,0.00184184,0.00184184,0.00000000,0.00000000
D3-batch2,34,0.56139082,0.55956161,0.75000000,3,9,0.00182927,0.00182921,0.00000006,0.00000006
D3-batch2,35,0.55956161,0.55774498,0.75000000,3,9,0.00181663,0.00181663,0.00000000,0.00000000
D3-batch2,36,0.55774498,0.55594075,0.75000000,4,9,0.00180417,0.00180423,-0.00000006,0.00000006
D3-batch2,37,0.55594075,0.55414915,0.75000000,3,9,0.00179154,0.00179160,-0.00000006,0.00000006
D3-batch2,38,0.55414915,0.55236995,0.75000000,4,9,0.00177914,0.00177920,-0.00000006,0.00000006
D3-batch2,39,0.55236995,0.55060315,0.75000000,3,9,0.00176680,0.00176680,0.00000000,0.00000000
D3-batch2,40,0.55060315,0.54884869,0.75000000,4,9,0.00175446,0.00175446,0.00000000,0.00000000
D3-batch2,41,0.54884869,0.54710650,0.75000000,3,9,0.00174212,0.00174218,-0.00000006,0.00000006
D3-batch2,42,0.54710650,0.54537672,0.75000000,4,9,0.00172979,0.00172979,0.00000000,0.00000000
D3-batch2,43,0.54537672,0.54365909,0.75000000,3,9,0.00171769,0.00171763,0.00000006,0.00000006
D3-batch2,44,0.54365909,0.54195362,0.75000000,4,9,0.00170559,0.00170547,0.00000012,0.00000012
D3-batch2,45,0.54195362,0.54026031,0.75000000,3,9,0.00169331,0.00169331,0.00000000,0.00000000
D3-batch2,46,0.54026031,0.53857911,0.75000000,3,9,0.00168121,0.00168121,0.00000000,0.00000000
D3-batch2,47,0.53857911,0.53690994,0.75000000,4,9,0.00166917,0.00166917,0.00000000,0.00000000
D3-batch2,48,0.53690994,0.53525281,0.75000000,3,9,0.00165707,0.00165713,-0.00000006,0.00000006
D3-batch2,49,0.53525281,0.53360319,0.75000000,6,9,0.00164962,0.00164962,0.00000000,0.00000000
D3-batch2,50,0.53360319,0.52978015,0.75000000,6,9,0.00382298,0.00382304,-0.00000006,0.00000006
D3-batch2,51,0.52978015,0.52814507,0.75000000,4,9,0.00163507,0.00163507,0.00000000,0.00000000
D3-batch2,52,0.52814507,0.52652222,0.75000000,3,9,0.00162286,0.00162286,0.00000000,0.00000000
D3-batch2,53,0.52652222,0.52491105,0.75000000,4,9,0.00161117,0.00161117,0.00000000,0.00000000
D3-batch2,54,0.52491105,0.52317262,0.75000000,5,9,0.00173843,0.00173843,0.00000000,0.00000000
D3-batch2,55,0.52317262,0.52144432,0.75000000,5,9,0.00172830,0.00172830,0.00000000,0.00000000
D3-batch2,56,0.52144432,0.51958609,0.75000000,5,9,0.00185823,0.00185823,0.00000000,0.00000000
D3-batch2,57,0.51958609,0.51787841,0.75000000,5,9,0.00170767,0.00170767,0.00000000,0.00000000
D3-batch2,58,0.51787841,0.51618111,0.75000000,5,9,0.00169736,0.00169730,0.00000006,0.00000006
D3-batch2,59,0.51618111,0.51435202,0.75000000,5,9,0.00182909,0.00182909,0.00000000,0.00000000
D3-batch2,60,0.51435202,0.51267552,0.75000000,5,9,0.00167644,0.00167650,-0.00000006,0.00000006
D3-batch2,61,0.51267552,0.51100963,0.75000000,5,9,0.00166595,0.00166589,0.00000006,0.00000006
D3-batch2,62,0.51100963,0.50935441,0.75000000,5,9,0.00165522,0.00165522,0.00000000,0.00000000
D3-batch2,63,0.50935441,0.50770992,0.75000000,5,9,0.00164455,0.00164449,0.00000006,0.00000006
D3-batch2,64,0.50770992,0.50607580,0.75000000,6,9,0.00163412,0.00163412,0.00000000,0.00000000
D3-batch2,65,0.50607580,0.50430727,0.75000000,5,9,0.00176847,0.00176853,-0.00000006,0.00000006
D3-batch2,66,0.50430727,0.50269473,0.75000000,5,9,0.00161260,0.00161254,0.00000006,0.00000006
D3-batch2,67,0.50269473,0.50123918,0.75000000,3,9,0.00145555,0.00145555,0.00000000,0.00000000
D3-batch2,68,0.50123918,0.49979526,0.75000000,3,9,0.00144386,0.00144392,-0.00000006,0.00000006
D3-batch2,69,0.49979526,0.49836302,0.75000000,3,9,0.00143224,0.00143224,0.00000000,0.00000000
D3-batch2,70,0.49836302,0.49694222,0.75000000,4,9,0.00142080,0.00142080,0.00000000,0.00000000
D3-batch2,71,0.49694222,0.49553299,0.75000000,3,9,0.00140923,0.00140923,0.00000000,0.00000000
D3-batch2,72,0.49553299,0.49413514,0.75000000,4,9,0.00139785,0.00139785,0.00000000,0.00000000
D3-batch2,73,0.49413514,0.49274865,0.75000000,3,9,0.00138649,0.00138649,0.00000000,0.00000000
D3-batch2,74,0.49274865,0.49137354,0.75000000,3,9,0.00137511,0.00137511,0.00000000,0.00000000
D3-batch2,75,0.49137354,0.49000958,0.75000000,4,9,0.00136399,0.00136396,0.00000003,0.00000003
D3-batch2,76,0.49000958,0.48865685,0.75000000,3,9,0.00135270,0.00135273,-0.00000003,0.00000003
D3-batch2,77,0.48865685,0.48731521,0.75000000,4,9,0.00134164,0.00134164,0.00000000,0.00000000
D3-batch2,78,0.48731521,0.48598459,0.75000000,3,9,0.00133058,0.00133061,-0.00000003,0.00000003
D3-batch2,79,0.48598459,0.48466507,0.75000000,3,9,0.00131953,0.00131953,0.00000000,0.00000000
D3-batch2,80,0.48466507,0.48335639,0.75000000,4,9,0.00130868,0.00130868,0.00000000,0.00000000
D3-batch2,81,0.48335639,0.48205861,0.75000000,3,9,0.00129777,0.00129777,0.00000000,0.00000000
D3-batch2,82,0.48205861,0.48077163,0.75000000,3,9,0.00128698,0.00128698,0.00000000,0.00000000
D3-batch2,83,0.48077163,0.47949547,0.75000000,3,9,0.00127617,0.00127617,0.00000000,0.00000000
D3-batch2,84,0.47949547,0.47822988,0.75000000,4,9,0.00126556,0.00126559,-0.00000003,0.00000003
D3-batch2,85,0.47822988,0.47697496,0.75000000,3,9,0.00125492,0.00125492,0.00000000,0.00000000
D3-batch2,86,0.47697496,0.47573063,0.75000000,4,9,0.00124434,0.00124434,0.00000000,0.00000000
D3-batch2,87,0.47573063,0.47449672,0.75000000,3,9,0.00123391,0.00123391,0.00000000,0.00000000
D3-batch2,88,0.47449672,0.47327331,0.75000000,3,9,0.00122342,0.00122342,0.00000000,0.00000000
D3-batch2,89,0.47327331,0.47206026,0.75000000,4,9,0.00121304,0.00121304,0.00000000,0.00000000
D3-batch2,90,0.47206026,0.47085750,0.75000000,3,9,0.00120276,0.00120276,0.00000000,0.00000000
D3-batch2,91,0.47085750,0.46966502,0.75000000,3,9,0.00119248,0.00119248,0.00000000,0.00000000
D3-batch2,92,0.46966502,0.46848267,0.75000000,4,9,0.00118238,0.00118235,0.00000003,0.00000003
D3-batch2,93,0.46848267,0.46731043,0.75000000,3,9,0.00117224,0.00117224,0.00000000,0.00000000
D3-batch2,94,0.46731043,0.46614832,0.75000000,3,9,0.00116217,0.00116211,0.00000006,0.00000006
D3-batch2,95,0.46614832,0.46499610,0.75000000,4,9,0.00115222,0.00115222,0.00000000,0.00000000
D3-batch2,96,0.46499610,0.46385384,0.75000000,3,9,0.00114226,0.00114226,0.00000000,0.00000000
D3-batch2,97,0.46385384,0.46272147,0.75000000,3,9,0.00113237,0.00113237,0.00000000,0.00000000
D3-batch2,98,0.46272147,0.46159893,0.75000000,3,9,0.00112253,0.00112253,0.00000000,0.00000000
D3-batch2,99,0.46159893,0.46048611,0.75000000,4,9,0.00111288,0.00111282,0.00000006,0.00000006
D3-batch2,100,0.46048611,0.45938295,0.75000000,3,9,0.00110316,0.00110316,0.00000000,0.00000000
D3-batch2,101,0.45938295,0.45828944,0.75000000,3,9,0.00109357,0.00109351,0.00000006,0.00000006
D3-batch2,102,0.45828944,0.45720544,0.75000000,4,9,0.00108394,0.00108400,-0.00000006,0.00000006
D3-batch2,103,0.45720544,0.45613095,0.75000000,3,9,0.00107449,0.00107449,0.00000000,0.00000000
D3-batch2,104,0.45613095,0.45506588,0.75000000,3,9,0.00106508,0.00106508,0.00000000,0.00000000
D3-batch2,105,0.45506588,0.45401019,0.75000000,3,9,0.00105572,0.00105569,0.00000003,0.00000003
D3-batch2,106,0.45401019,0.45296377,0.75000000,4,9,0.00104642,0.00104642,0.00000000,0.00000000
D3-batch2,107,0.45296377,0.45192659,0.75000000,3,9,0.00103718,0.00103718,0.00000000,0.00000000
D3-batch2,108,0.45192659,0.45089859,0.75000000,3,9,0.00102800,0.00102800,0.00000000,0.00000000
D3-batch2,109,0.45089859,0.44987971,0.75000000,3,9,0.00101888,0.00101888,0.00000000,0.00000000
D3-batch2,110,0.44987971,0.44886982,0.75000000,4,9,0.00100988,0.00100988,0.00000000,0.00000000
D3-batch2,111,0.44886982,0.44786900,0.75000000,3,9,0.00100082,0.00100082,0.00000000,0.00000000
D3-batch2,112,0.44786900,0.44687700,0.75000000,3,9,0.00099200,0.00099200,0.00000000,0.00000000
D3-batch2,113,0.44687700,0.44589397,0.75000000,4,9,0.00098297,0.00098303,-0.00000006,0.00000006
D3-batch2,114,0.44589397,0.44491968,0.75000000,3,9,0.00097430,0.00097430,0.00000000,0.00000000
D3-batch2,115,0.44491968,0.44440216,0.75000000,3,9,0.00051752,0.00051752,0.00000000,0.00000000
D3-batch2,116,0.44440216,0.44388875,0.75000000,3,9,0.00051340,0.00051340,0.00000000,0.00000000
D3-batch2,117,0.44388875,0.44337952,0.75000000,3,9,0.00050923,0.00050923,0.00000000,0.00000000
D3-batch2,118,0.44337952,0.44287449,0.75000000,3,9,0.00050503,0.00050503,0.00000000,0.00000000
D3-batch2,119,0.44287449,0.44237363,0.75000000,3,9,0.00050086,0.00050086,0.00000000,0.00000000
D3-batch2,120,0.44237363,0.44187686,0.75000000,3,9,0.00049677,0.00049677,0.00000000,0.00000000
D3-batch2,121,0.44187686,0.44138414,0.75000000,3,9,0.00049272,0.00049272,0.00000000,0.00000000
D3-batch2,122,0.44138414,0.44089553,0.75000000,3,9,0.00048861,0.00048861,0.00000000,0.00000000
D3-batch2,123,0.44089553,0.44041091,0.75000000,3,9,0.00048462,0.00048462,0.00000000,0.00000000
D3-batch2,124,0.44041091,0.43993038,0.75000000,3,9,0.00048053,0.00048053,0.00000000,0.00000000
D3-batch2,125,0.43993038,0.43945378,0.75000000,3,9,0.00047660,0.00047660,0.00000000,0.00000000
D3-batch2,126,0.43945378,0.43898121,0.75000000,3,9,0.00047258,0.00047258,0.00000000,0.00000000
D3-batch2,127,0.43898121,0.43851262,0.75000000,3,9,0.00046858,0.00046858,0.00000000,0.00000000
D3-batch2,128,0.43851262,0.43804789,0.75000000,3,9,0.00046474,0.00046474,0.00000000,0.00000000
D3-batch2,129,0.43804789,0.43758708,0.75000000,3,9,0.00046080,0.00046080,0.00000000,0.00000000
D3-batch2,130,0.43758708,0.43749541,0.75000000,1,9,0.00009167,0.00009167,0.00000000,0.00000000
D3-batch2,131,0.43749541,0.43740389,0.75000000,1,9,0.00009152,0.00009152,0.00000000,0.00000000
D3-batch2,132,0.43740389,0.43731248,0.75000000,2,9,0.00009140,0.00009140,0.00000000,0.00000000
D3-batch2,133,0.43731248,0.43722123,0.75000000,1,9,0.00009125,0.00009125,0.00000000,0.00000000
D3-batch2,134,0.43722123,0.43713021,0.75000000,1,9,0.00009102,0.00009102,0.00000000,0.00000000
D3-batch2,135,0.43713021,0.43703926,0.75000000,2,9,0.00009096,0.00009096,0.00000000,0.00000000
D3-batch2,136,0.43703926,0.43694848,0.75000000,1,9,0.00009078,0.00009078,0.00000000,0.00000000
D3-batch2,137,0.43694848,0.43685791,0.75000000,2,9,0.00009057,0.00009057,0.00000000,0.00000000
D3-batch2,138,0.43685791,0.43676743,0.75000000,1,9,0.00009048,0.00009048,0.00000000,0.00000000
D3-batch2,139,0.43676743,0.43667710,0.75000000,1,9,0.00009033,0.00009033,0.00000000,0.00000000
D3-batch2,140,0.43667710,0.43658698,0.75000000,1,9,0.00009012,0.00009012,0.00000000,0.00000000
D3-batch2,141,0.43658698,0.43649700,0.75000000,2,9,0.00008997,0.00008997,0.00000000,0.00000000
D3-batch2,142,0.43649700,0.43640715,0.75000000,1,9,0.00008985,0.00008985,0.00000000,0.00000000
D3-batch2,143,0.43640715,0.43631750,0.75000000,1,9,0.00008965,0.00008965,0.00000000,0.00000000
D3-batch2,144,0.43631750,0.43622795,0.75000000,2,9,0.00008956,0.00008956,0.00000000,0.00000000
D3-batch2,145,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,146,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,147,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,148,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,149,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,150,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,151,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,152,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,153,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,154,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,155,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,156,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,157,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,158,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,159,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,160,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,161,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,162,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,163,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,164,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,165,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
D3-batch2,166,0.43622795,0.43622795,0.75000000,0,9,0.00000000,0.00000000,0.00000000,0.00000000
