policy,epoch,loss_before,loss_after,accuracy_after,selected,batches,predicted_utility,realized_utility,composition_error,absolute_composition_error
D0-all,260,0.34671354,0.34671313,0.75000000,2,1,0.00000042,0.00000042,0.00000000,0.00000000
D0-all,261,0.34671313,0.34670573,0.75000000,1,1,0.00000739,0.00000739,0.00000000,0.00000000
D0-all,262,0.34670573,0.34670532,0.75000000,2,1,0.00000036,0.00000042,-0.00000006,0.00000006
D0-all,263,0.34670532,0.34669840,0.75000000,1,1,0.00000691,0.00000691,0.00000000,0.00000000
D0-all,264,0.34669840,0.34669799,0.75000000,2,1,0.00000042,0.00000042,0.00000000,0.00000000
D0-all,265,0.34669799,0.34669149,0.75000000,1,1,0.00000650,0.00000650,0.00000000,0.00000000
D0-all,266,0.34669149,0.34669107,0.75000000,2,1,0.00000042,0.00000042,0.00000000,0.00000000
D0-all,267,0.34669107,0.34668496,0.75000000,1,1,0.00000611,0.00000611,0.00000000,0.00000000
D0-all,268,0.34668496,0.34668455,0.75000000,2,1,0.00000042,0.00000042,0.00000000,0.00000000
D0-all,269,0.34668455,0.34667882,0.75000000,1,1,0.00000572,0.00000572,0.00000000,0.00000000
D0-all,270,0.34667882,0.34667841,0.75000000,2,1,0.00000042,0.00000042,0.00000000,0.00000000
D0-all,271,0.34667841,0.34667304,0.75000000,1,1,0.00000536,0.00000536,0.00000000,0.00000000
D0-all,272,0.34667304,0.34667262,0.75000000,2,1,0.00000042,0.00000042,0.00000000,0.00000000
D0-all,273,0.34667262,0.34666759,0.75000000,1,1,0.00000504,0.00000504,0.00000000,0.00000000
D0-all,274,0.34666759,0.34666717,0.75000000,2,1,0.00000036,0.00000042,-0.00000006,0.00000006
D0-all,275,0.34666717,0.34666246,0.75000000,1,1,0.00000471,0.00000471,0.00000000,0.00000000
D0-all,276,0.34666246,0.34666204,0.75000000,2,1,0.00000036,0.00000042,-0.00000006,0.00000006
D0-all,277,0.34666204,0.34665766,0.75000000,1,1,0.00000438,0.00000438,0.00000000,0.00000000
D0-all,278,0.34665766,0.34665725,0.75000000,2,1,0.00000042,0.00000042,0.00000000,0.00000000
D0-all,279,0.34665725,0.34665313,0.50000000,2,1,0.00000417,0.00000411,0.00000006,0.00000006
D0-all,280,0.34665313,0.34665272,0.75000000,6,1,0.00000057,0.00000042,0.00000015,0.00000015
D0-all,281,0.34665272,0.34664851,0.75000000,3,1,0.00000420,0.00000420,0.00000000,0.00000000
D0-all,282,0.34664851,0.34664807,0.75000000,3,1,0.00000054,0.00000045,0.00000009,0.00000009
D0-all,283,0.34664807,0.34664440,0.50000000,1,1,0.00000367,0.00000367,0.00000000,0.00000000
D0-all,284,0.34664440,0.34664404,0.75000000,2,1,0.00000036,0.00000036,0.00000000,0.00000000
D0-all,285,0.34664404,0.34664062,0.50000000,1,1,0.00000343,0.00000343,0.00000000,0.00000000
D0-all,286,0.34664062,0.34664023,0.75000000,2,1,0.00000039,0.00000039,0.00000000,0.00000000
D0-all,287,0.34664023,0.34663701,0.50000000,1,1,0.00000322,0.00000322,0.00000000,0.00000000
D0-all,288,0.34663701,0.34663665,0.75000000,2,1,0.00000036,0.00000036,0.00000000,0.00000000
D0-all,289,0.34663665,0.34663364,0.50000000,1,1,0.00000301,0.00000301,0.00000000,0.00000000
D0-all,290,0.34663364,0.34663326,0.75000000,2,1,0.00000039,0.00000039,0.00000000,0.00000000
D0-all,291,0.34663326,0.34663045,0.50000000,1,1,0.00000280,0.00000280,0.00000000,0.00000000
D0-all,292,0.34663045,0.34663010,0.75000000,2,1,0.00000036,0.00000036,0.00000000,0.00000000
D0-all,293,0.34663010,0.34662747,0.50000000,1,1,0.00000262,0.00000262,0.00000000,0.00000000
D0-all,294,0.34662747,0.34662712,0.75000000,2,1,0.00000036,0.00000036,0.00000000,0.00000000
D0-all,295,0.34662712,0.34662467,0.50000000,1,1,0.00000244,0.00000244,0.00000000,0.00000000
D0-all,296,0.34662467,0.34662428,0.75000000,2,1,0.00000039,0.00000039,0.00000000,0.00000000
D0-all,297,0.34662428,0.34662202,0.50000000,1,1,0.00000226,0.00000226,0.00000000,0.00000000
D0-all,298,0.34662202,0.34662163,0.75000000,2,1,0.00000039,0.00000039,0.00000000,0.00000000
D0-all,299,0.34662163,0.34661952,0.50000000,1,1,0.00000212,0.00000212,0.00000000,0.00000000
D0-all,300,0.34661952,0.34661913,0.75000000,2,1,0.00000039,0.00000039,0.00000000,0.00000000
D0-all,301,0.34661913,0.34661716,0.50000000,1,1,0.00000197,0.00000197,0.00000000,0.00000000
D0-all,302,0.34661716,0.34661677,0.75000000,2,1,0.00000039,0.00000039,0.00000000,0.00000000
D0-all,303,0.34661677,0.34661496,0.50000000,1,1,0.00000182,0.00000182,0.00000000,0.00000000
D0-all,304,0.34661496,0.34661454,0.75000000,2,1,0.00000042,0.00000042,0.00000000,0.00000000
D0-all,305,0.34661454,0.34661287,0.50000000,1,1,0.00000167,0.00000167,0.00000000,0.00000000
D0-all,306,0.34661287,0.34661245,0.75000000,2,1,0.00000042,0.00000042,0.00000000,0.00000000
D0-all,307,0.34661245,0.34661090,0.50000000,1,1,0.00000155,0.00000155,0.00000000,0.00000000
D0-all,308,0.34661090,0.34661049,0.75000000,2,1,0.00000042,0.00000042,0.00000000,0.00000000
D0-all,309,0.34661049,0.34660980,0.50000000,1,1,0.00000069,0.00000069,0.00000000,0.00000000
D0-all,310,0.34660980,0.34660965,0.50000000,1,1,0.00000015,0.00000015,0.00000000,0.00000000
D0-all,311,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,312,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,313,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,314,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,315,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,316,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,317,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,318,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,319,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,320,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,321,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,322,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,323,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,324,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,325,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,326,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,327,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,328,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,329,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,330,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,331,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,332,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,333,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,334,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,335,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,336,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,337,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,338,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,339,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,340,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,341,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,342,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,343,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,344,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,345,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,346,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,347,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,348,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,349,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,350,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,351,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,352,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,353,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,354,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,355,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,356,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,357,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,358,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,359,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,360,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,361,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,362,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,363,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,364,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,365,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,366,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,367,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,368,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,369,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,370,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,371,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,372,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,373,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,374,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,375,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,376,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,377,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,378,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,379,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,380,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,381,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,382,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,383,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,384,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,385,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,386,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,387,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,388,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,389,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,390,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,391,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,392,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,393,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,394,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,395,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,396,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,397,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,398,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,399,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,400,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,401,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,402,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,403,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,404,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,405,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,406,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,407,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,408,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,409,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,410,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,411,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,412,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,413,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,414,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,415,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,416,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,417,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,418,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,419,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,420,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,421,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,422,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,423,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,424,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,425,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,426,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,427,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,428,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,429,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,430,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,431,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,432,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,433,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,434,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,435,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,436,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,437,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,438,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,439,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,440,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,441,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,442,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,443,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,444,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,445,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,446,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,447,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,448,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,449,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,450,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,451,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,452,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,453,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,454,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,455,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,456,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,457,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,458,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,459,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,460,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,461,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,462,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,463,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,464,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,465,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,466,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,467,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,468,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,469,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,470,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,471,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,472,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,473,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,474,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,475,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,476,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,477,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,478,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,479,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,480,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,481,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,482,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,483,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,484,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,485,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,486,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,487,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
