state_id,cell_id,dataset_id,initialization_id,stage,action_id,training_exact,final_measurement_exact
1,0,0,0,2400,163,6.061792373657e-5,8.344650268555e-5
1,0,0,0,2400,164,0.000000000000e0,-1.192092895508e-7
1,0,0,0,2400,165,0.000000000000e0,1.192092895508e-7
1,0,0,0,2400,166,0.000000000000e0,0.000000000000e0
1,0,0,0,2400,167,-1.192092895508e-6,2.384185791016e-7
1,0,0,0,2400,168,0.000000000000e0,1.192092895508e-7
1,0,0,0,2400,169,-1.192092895508e-7,-1.192092895508e-7
2,0,0,0,4200,0,-4.065036773682e-5,-7.796287536621e-5
2,0,0,0,4200,1,-1.874566078186e-5,-2.992153167725e-5
2,0,0,0,4200,2,-1.155734062195e-4,-5.472898483276e-4
2,0,0,0,4200,3,-5.859136581421e-5,-2.840757369995e-4
2,0,0,0,4200,4,-3.170967102051e-5,-5.030632019043e-4
2,0,0,0,4200,5,-5.304813385010e-5,-1.767873764038e-4
2,0,0,0,4200,6,-2.613663673401e-5,-3.119230270386e-3
2,0,0,0,4200,7,-1.192092895508e-5,-1.566171646118e-3
2,0,0,0,4200,8,6.836652755737e-5,-9.163618087769e-4
2,0,0,0,4200,9,3.653764724731e-5,-4.638433456421e-4
2,0,0,0,4200,10,-6.249547004700e-5,-3.082752227783e-4
2,0,0,0,4200,11,-7.539987564087e-5,-9.703636169434e-5
2,0,0,0,4200,12,-3.093481063843e-5,-3.769397735596e-4
2,0,0,0,4200,13,-1.922249794006e-5,-1.926422119141e-4
2,0,0,0,4200,14,3.079771995544e-4,-1.724720001221e-3
2,0,0,0,4200,15,1.553297042847e-4,-8.600950241089e-4
2,0,0,0,4200,16,1.907348632812e-6,-1.466274261475e-3
2,0,0,0,4200,17,7.152557373047e-6,-7.295608520508e-4
2,0,0,0,4200,18,-1.010000705719e-4,-7.908344268799e-4
2,0,0,0,4200,19,-3.993511199951e-5,-4.152059555054e-4
2,0,0,0,4200,20,-3.811717033386e-4,-2.789497375488e-5
2,0,0,0,4200,21,-3.606081008911e-4,-9.772777557373e-4
2,0,0,0,4200,22,-5.406141281128e-5,6.492137908936e-4
2,0,0,0,4200,23,-2.470612525940e-5,3.296136856079e-4
2,0,0,0,4200,24,3.308057785034e-6,-1.373529434204e-3
2,0,0,0,4200,25,3.179907798767e-5,-6.822347640991e-4
2,0,0,0,4200,26,-1.046657562256e-4,-6.885528564453e-4
2,0,0,0,4200,27,-2.779364585876e-4,-1.481294631958e-3
2,0,0,0,4200,28,1.189410686493e-4,-3.194808959961e-5
2,0,0,0,4200,29,3.639161586761e-4,-3.111362457275e-4
2,0,0,0,4200,30,-3.184676170349e-4,2.104520797729e-3
2,0,0,0,4200,31,-6.472170352936e-4,3.834486007690e-3
2,0,0,0,4200,32,4.115700721741e-4,7.314682006836e-4
2,0,0,0,4200,33,4.577338695526e-4,1.257538795471e-3
2,0,0,0,4200,34,-2.551376819611e-4,-1.402258872986e-3
2,0,0,0,4200,35,-1.219511032104e-4,-6.966590881348e-4
2,0,0,0,4200,36,7.101893424988e-5,2.086162567139e-4
2,0,0,0,4200,37,7.349252700806e-5,-1.359462738037e-3
2,0,0,0,4200,38,-3.403425216675e-5,6.790161132812e-3
2,0,0,0,4200,39,-5.960464477539e-8,3.416299819946e-3
2,0,0,0,4200,40,-7.683038711548e-5,-2.692937850952e-4
2,0,0,0,4200,41,-1.585483551025e-5,1.060485839844e-3
2,0,0,0,4200,42,2.534091472626e-4,9.393692016602e-4
2,0,0,0,4200,43,4.746317863464e-4,1.744270324707e-3
2,0,0,0,4200,44,9.727478027344e-5,9.856224060059e-4
2,0,0,0,4200,45,-3.722310066223e-5,8.847713470459e-4
2,0,0,0,4200,46,9.548664093018e-5,-1.121282577515e-3
2,0,0,0,4200,47,8.019804954529e-5,-5.228519439697e-4
2,0,0,0,4200,48,-1.980364322662e-4,1.395463943481e-3
2,0,0,0,4200,49,-3.374814987183e-4,1.633644104004e-3
2,0,0,0,4200,50,-3.090500831604e-5,-2.212524414062e-4
2,0,0,0,4200,51,-1.311302185059e-5,-1.268386840820e-4
2,0,0,0,4200,52,1.840591430664e-4,-1.381278038025e-3
2,0,0,0,4200,53,8.308887481689e-5,-3.078222274780e-3
2,0,0,0,4200,54,-1.832544803619e-4,2.784967422485e-3
2,0,0,0,4200,55,-3.232955932617e-4,5.362629890442e-3
2,0,0,0,4200,56,-9.861588478088e-5,7.616281509399e-4
2,0,0,0,4200,57,-1.799464225769e-4,1.187920570374e-3
2,0,0,0,4200,58,-1.488924026489e-4,1.077413558960e-3
2,0,0,0,4200,59,-8.025765419006e-5,1.772403717041e-3
2,0,0,0,4200,60,-6.499886512756e-5,-1.457929611206e-4
2,0,0,0,4200,61,-3.003478050232e-4,-2.202987670898e-4
2,0,0,0,4200,62,-1.627504825592e-4,2.057552337646e-3
2,0,0,0,4200,63,-2.822279930115e-4,1.997709274292e-3
2,0,0,0,4200,64,-9.834766387939e-6,5.540847778320e-4
2,0,0,0,4200,65,9.056925773621e-5,-1.158118247986e-3
2,0,0,0,4200,66,-3.615021705627e-4,3.312110900879e-3
2,0,0,0,4200,67,-1.615881919861e-4,1.671433448792e-3
2,0,0,0,4200,68,4.243552684784e-4,-1.583099365234e-3
2,0,0,0,4200,69,2.232491970062e-4,-7.643699645996e-4
2,0,0,0,4200,70,-2.014636993408e-5,-1.425623893738e-3
2,0,0,0,4200,71,-7.581710815430e-5,-1.114726066589e-3
