role,seed,step,scale,method,sample_index,stratum,kmeans_iterations,within_sse
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,69,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,70,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,71,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,72,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,73,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,74,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,75,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,76,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,77,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,78,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,79,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,80,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,81,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,82,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,83,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,84,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,85,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,86,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,87,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,88,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,89,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,90,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,91,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,92,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,93,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,94,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_04,95,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,0,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,1,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,2,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,3,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,4,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,5,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,6,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,7,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,8,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,9,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,10,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,11,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,12,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,13,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,14,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,15,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,16,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,17,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,18,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,19,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,20,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,21,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,22,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,23,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,24,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,25,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,26,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,27,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,28,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,29,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,30,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,31,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,32,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,33,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,34,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,35,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,36,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,37,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,38,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,39,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,40,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,41,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,42,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,43,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,44,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,45,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,46,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,47,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,48,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,49,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,50,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,51,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,52,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,53,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,54,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,55,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,56,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,57,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,58,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,59,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,60,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,61,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,62,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,63,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,64,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,65,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,66,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,67,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,68,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,69,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,70,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,71,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,72,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,73,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,74,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,75,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,76,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,77,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,78,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,79,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,80,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,81,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,82,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,83,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,84,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,85,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,86,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,87,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,88,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,89,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,90,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,91,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,92,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,93,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,94,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_05,95,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,0,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,1,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,2,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,3,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,4,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,5,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,6,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,7,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,8,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,9,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,10,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,11,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,12,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,13,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,14,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,15,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,16,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,17,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,18,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,19,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,20,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,21,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,22,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,23,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,24,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,25,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,26,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,27,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,28,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,29,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,30,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,31,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,32,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,33,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,34,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,35,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,36,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,37,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,38,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,39,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,40,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,41,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,42,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,43,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,44,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,45,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,46,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,47,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,48,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,49,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,50,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,51,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,52,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,53,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,54,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,55,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,56,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,57,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,58,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,59,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,60,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,61,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,62,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,63,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,64,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,65,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,66,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,67,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,68,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,69,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,70,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,71,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,72,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,73,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,74,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,75,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,76,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,77,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,78,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,79,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,80,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,81,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,82,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,83,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,84,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,85,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,86,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,87,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,88,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,89,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,90,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,91,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,92,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,93,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,94,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_06,95,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,0,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,1,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,2,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,3,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,4,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,5,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,6,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,7,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,8,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,9,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,10,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,11,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,12,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,13,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,14,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,15,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,16,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,17,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,18,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,19,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,20,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,21,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,22,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,23,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,24,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,25,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,26,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,27,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,28,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,29,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,30,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,31,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,32,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,33,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,34,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,35,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,36,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,37,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,38,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,39,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,40,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,41,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,42,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,43,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,44,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,45,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,46,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,47,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,48,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,49,1,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,50,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,51,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,52,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,53,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,54,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,55,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,56,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,57,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,58,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,59,11,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,60,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,61,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,62,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,63,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,64,4,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,65,6,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,66,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,67,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,68,10,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,69,7,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,70,3,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,71,5,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,72,8,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,73,0,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,74,2,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,75,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,76,9,0,0.000000000000e0
evaluation,4f86d203b1a975ce,600,1.0,hash_placebo_07,77,3,0,0.000000000000e0
