state_id,cell_id,dataset_id,initialization_id,stage,action_id,block_id,left_parameter,right_parameter,left_layer,right_layer,left_rank,right_rank,left_delta,right_delta,u0_train,u0_heldout,taylor_train,taylor_heldout,output_taylor_train,output_taylor_heldout,projected_within_utility_variance
0,0,0,0,600,44,23,109,63,hidden1-hidden2,input-hidden1,0,0,0.000000000,0.020000000,1.076298455397e-5,1.155820985635e-4,1.971225651450e-5,1.382028276146e-4,,,1.224081811936e-6
0,0,0,0,600,45,23,109,63,hidden1-hidden2,input-hidden1,1,1,-0.020000000,0.010000000,6.295740604401e-6,5.992315709591e-5,9.579827101665e-6,6.910141380730e-5,,,3.059801620594e-7
0,0,0,0,600,46,24,110,62,hidden1-hidden2,input-hidden1,0,1,0.000000000,-0.010000000,1.838244497776e-5,8.634105324745e-5,1.853757231274e-5,8.090555616983e-5,,,3.837748585080e-7
0,0,0,0,600,47,24,110,62,hidden1-hidden2,input-hidden1,1,0,-0.020000000,-0.020000000,3.569635252158e-5,1.798998564482e-4,3.629812464823e-5,1.618111123397e-4,,,1.533343820086e-6
0,0,0,0,600,48,25,111,61,hidden1-hidden2,input-hidden1,0,1,0.000000000,0.010000000,-5.531373123328e-5,-8.354956905047e-5,-5.150931802689e-5,-5.874770310687e-5,,,2.578964244613e-7
0,0,0,0,600,49,25,111,61,hidden1-hidden2,input-hidden1,1,0,-0.020000000,0.020000000,-1.205106576284e-4,-1.683477312326e-4,-1.049037372335e-4,-1.174954062137e-4,,,1.017121254573e-6
0,0,0,0,600,50,26,112,60,hidden1-hidden2,input-hidden1,0,0,-0.020000000,-0.020000000,-2.247523516417e-4,1.046262681484e-3,-2.051587400847e-4,1.056532341295e-3,,,7.680763994752e-6
0,0,0,0,600,51,26,112,60,hidden1-hidden2,input-hidden1,1,1,-0.010000000,-0.010000000,-1.073932896058e-4,5.226290474335e-4,-1.025793700424e-4,5.282661706474e-4,,,1.922074267769e-6
0,0,0,0,600,52,27,113,59,hidden1-hidden2,input-hidden1,0,0,0.020000000,-0.020000000,-6.018330653509e-5,-5.879358698924e-4,-4.767851014738e-5,-9.316691360250e-4,,,1.201698156359e-5
0,0,0,0,600,53,27,113,59,hidden1-hidden2,input-hidden1,1,1,0.010000000,-0.010000000,-2.731631199519e-5,-2.934467047453e-4,-2.383925507369e-5,-4.658345680125e-4,,,2.990410024763e-6
0,0,0,0,600,54,28,114,58,hidden1-hidden2,input-hidden1,0,0,0.020000000,-0.020000000,-3.793636957804e-4,6.447328875462e-4,-3.624785587656e-4,7.861145774915e-4,,,2.427579133594e-5
0,0,0,0,600,55,28,114,58,hidden1-hidden2,input-hidden1,1,1,0.010000000,-0.010000000,-1.846905797720e-4,3.447607159615e-4,-1.812392793828e-4,3.930572887458e-4,,,6.049874914570e-6
0,0,0,0,600,56,29,115,57,hidden1-hidden2,input-hidden1,0,0,0.020000000,0.005000000,1.365995655457e-4,-3.299079835415e-4,1.399125916815e-4,-4.299514471908e-4,,,6.920788110612e-6
0,0,0,0,600,57,29,115,57,hidden1-hidden2,input-hidden1,1,1,0.010000000,0.000000000,9.524325529734e-5,-1.257496575514e-4,9.607659571031e-5,-1.905939085797e-4,,,1.834783318046e-6
0,0,0,0,600,58,30,116,56,hidden1-hidden2,input-hidden1,0,1,0.020000000,-0.010000000,-2.943122138580e-4,-6.228747467200e-5,-2.881684114323e-4,-2.345302049396e-5,,,4.828887344678e-6
0,0,0,0,600,59,30,116,56,hidden1-hidden2,input-hidden1,1,0,0.010000000,-0.020000000,-1.382914682229e-4,1.978017389774e-4,-1.308115602920e-4,2.072997849041e-4,,,2.480540518222e-6
0,0,0,0,600,60,31,117,55,hidden1-hidden2,input-hidden1,0,1,-0.020000000,0.010000000,-4.594481239716e-4,3.892397508025e-3,-4.278541599234e-4,3.950063149869e-3,,,3.854485176078e-5
0,0,0,0,600,61,31,117,55,hidden1-hidden2,input-hidden1,1,0,-0.010000000,0.020000000,-1.781582832336e-4,2.259294812878e-3,-1.606001291066e-4,2.278842248910e-3,,,1.087787562247e-5
0,0,0,0,600,62,32,118,54,hidden1-hidden2,input-hidden1,0,1,0.020000000,0.010000000,2.701512227456e-4,-4.754128555457e-4,2.906383836857e-4,-3.777730074267e-4,,,2.123375754077e-5
0,0,0,0,600,63,32,118,54,hidden1-hidden2,input-hidden1,1,0,0.010000000,0.020000000,1.410717765490e-4,-3.094368924697e-4,1.584197384297e-4,-2.643660551721e-4,,,6.774609682181e-6
0,0,0,0,600,64,33,119,53,hidden1-hidden2,input-hidden1,0,0,-0.020000000,0.020000000,-2.824459224939e-4,3.535865495602e-4,-2.661554435406e-4,3.975228309606e-4,,,1.826519632825e-5
